"","presence","Host","Pathogen","Order","Family","StageInfected","TissueInfected","FieldOrLab","Country","AssociatedBacterium","IntermediateHost"
"536",0,"Phryganidia californica","Vairimorpha necatrix","Lepidoptera","Notodontidae","",NA,NA,NA,NA,NA
"537",0,"Depressaria pastinacella","Vairimorpha necatrix","Lepidoptera","Oecophoridae","Larva",NA,NA,NA,NA,NA
"538",0,"Manduca sexta","Vairimorpha necatrix","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"539",0,"Manduca quinquemaculata","Vairimorpha necatrix","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"540",0,"Musca domestica","Vairimorpha necatrix","Diptera","Muscidae","Adult",NA,NA,NA,NA,NA
"541",0,"Neurotoma fasciata","Vairimorpha necatrix","Hymenoptera","Pamphiliidae","Larva",NA,NA,NA,NA,NA
"542",0,"Hypera punctata","Vairimorpha necatrix","Coleoptera","Curculionidae","Adult",NA,NA,NA,NA,NA
"543",0,"Acalymma vittatum ","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"544",0,"Cerotoma trifurcata","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"545",0,"Diabrotica undecimpunctata howardi","Vairimorpha necatrix","Coleoptera","Chrysomelidae","Adult",NA,NA,NA,NA,NA
"546",0,"Campoletis perdistinctus  ","Vairimorpha necatrix","Hymenoptera","Ichneumonidae","",NA,NA,NA,NA,NA
"547",0,"Cardiochiles nigriceps","Vairimorpha necatrix","Hymenoptera","Braconidae","",NA,NA,NA,NA,NA
"548",0,"Bonnetia comta","Vairimorpha necatrix","Diptera","Tachinidae","",NA,NA,NA,NA,NA
"549",0,"Tenebrio molitor","Vavraia culicis","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"550",0,"Galleria mellonella","Vavraia culicis","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"551",0,"Spodoptera litura","Vavraia culicis","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"552",0,"Agrotis segetum","Vavraia culicis","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"553",0,"Danaus plexippus","Entomophaga maimaiga","Lepidoptera","Danaidae","Larva",NA,NA,NA,NA,NA
"554",0,"Alsophila pometaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"555",0,"Phigalia titea","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"556",0,"Automeris io","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"557",0,"Callosamia angulifera","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"558",0,"Heterocampa umbrata","Entomophaga maimaiga","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"559",0,"Catocala vidua","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"560",0,"Pyreferra hesperidago","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"561",0,"Eupsilia vinulenta","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"562",0,"Sericaglaea signata","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"563",0,"Chaetoglaea sericea","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"564",0,"Sunira bicolorago","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"565",0,"Orthosia hibisci","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"566",0,"Epargyreus clarus","Entomophaga maimaiga","Lepidoptera","Hesperiidae","Larva",NA,NA,NA,NA,NA
"567",0,"Erynnis juvenalis","Entomophaga maimaiga","Lepidoptera","Hesperiidae","Larva",NA,NA,NA,NA,NA
"568",0,"Battus philenor","Entomophaga maimaiga","Lepidoptera","Papilionidae","Larva",NA,NA,NA,NA,NA
"569",0,"Papilio glaucus","Entomophaga maimaiga","Lepidoptera","Papilionidae","Larva",NA,NA,NA,NA,NA
"570",0,"Asterocampa clyton","Entomophaga maimaiga","Lepidoptera","Apaturidae","Larva",NA,NA,NA,NA,NA
"571",0,"Geina periscelidactyla","Entomophaga maimaiga","Lepidoptera","Pterophoridae","Larva",NA,NA,NA,NA,NA
"572",0,"Itame pustularia","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"573",0,"Phigalia strigataria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"574",0,"Erannis tiliaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"575",0,"Lomographa glomeraria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"576",0,"Ennomos magnaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"577",0,"Besma quercivoraria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"578",0,"Lambdina pellucidaria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"579",0,"Eutrapela clemataria","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"580",0,"Prochoerodes transversata","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"581",0,"Hydria prunivorata","Entomophaga maimaiga","Lepidoptera","Geometridae","Larva",NA,NA,NA,NA,NA
"582",0,"Apatelodes torrefacta","Entomophaga maimaiga","Lepidoptera","Apatelodidae","Larva",NA,NA,NA,NA,NA
"583",0,"Antheraea polyphemus","Entomophaga maimaiga","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"584",0,"Laothoe juglandis","Entomophaga maimaiga","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"585",0,"Heterocampa biundata","Entomophaga maimaiga","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"586",0,"Spilosoma congrua","Entomophaga maimaiga","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"587",0,"Lophocampa caryae","Entomophaga maimaiga","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"588",0,"Colocasia propinquilinea","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"589",0,"Nedra ramosula","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"590",0,"Lithophane semiusta","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"591",0,"Lithophane grotei","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"592",0,"Lithophane unimoda","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"593",0,"Crocigrapha normani","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"594",0,"Morrisonia confusa","Entomophaga maimaiga","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"595",0,"Anopheles atroparvus","Nosema algerae","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"596",0,"Spilosoma virginica","Nosema algerae","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"597",0,"Spodoptera ornithogalli","Nosema algerae","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"598",0,"Blaberus discoidalis","Nosema algerae","Blattodea","Blaberidae","Nymph",NA,NA,NA,NA,NA
"599",0,"Colias eurytheme","Vairimorpha necatrix","Lepidoptera","Pieridae","Larva",NA,NA,NA,NA,NA
"600",0,"Plodia interpunctella ","Pleistophora schubergi","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"601",0,"Agrotis segetum","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"602",0,"Anthela varia","Heliothis zea NPV (HzSNPV)","Lepidoptera","Anthelidae","",NA,NA,NA,NA,NA
"603",0,"Cactoblastis cactorum","Heliothis zea NPV (HzSNPV)","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"604",0,"Chrysodeixis chalcites","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"605",0,"Euproctis subflava","Heliothis zea NPV (HzSNPV)","Lepidoptera","Lymantriidae","",NA,NA,NA,NA,NA
"606",0,"Galleria mellonella","Heliothis zea NPV (HzSNPV)","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"607",0,"Lymantria dispar","Heliothis zea NPV (HzSNPV)","Lepidoptera","Lymantriidae","",NA,NA,NA,NA,NA
"608",0,"Manduca quinquemaculata","Heliothis zea NPV (HzSNPV)","Lepidoptera","Sphingidae","",NA,NA,NA,NA,NA
"609",0,"Manduca sexta","Heliothis zea NPV (HzSNPV)","Lepidoptera","Sphingidae","",NA,NA,NA,NA,NA
"610",0,"Nomophila nearctica","Heliothis zea NPV (HzSNPV)","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"611",0,"Orgyia anartoides","Heliothis zea NPV (HzSNPV)","Lepidoptera","Lymantriidae","",NA,NA,NA,NA,NA
"612",0,"Papilio xuthus","Heliothis zea NPV (HzSNPV)","Lepidoptera","Papilionidae","",NA,NA,NA,NA,NA
"613",0,"Pieris brassicae","Heliothis zea NPV (HzSNPV)","Lepidoptera","Pieridae","",NA,NA,NA,NA,NA
"614",0,"Artogeia rapae","Heliothis zea NPV (HzSNPV)","","","",NA,NA,NA,NA,NA
"615",0,"Plusia nigrisigna","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"616",0,"Plutella xylostella","Heliothis zea NPV (HzSNPV)","Lepidoptera","Plutellidae","",NA,NA,NA,NA,NA
"617",0,"Spodoptera exigua","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"618",0,"Spodoptera frugiperda","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"619",0,"Spodoptera litura","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"620",0,"Spodoptera mauritia","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"621",0,"Spodoptera ornithogalli","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"622",0,"Trichoplusia ni","Heliothis zea NPV (HzSNPV)","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"623",0,"Apis mellifera","Heliothis zea NPV (HzSNPV)","Hymenoptera","Apidae","",NA,NA,NA,NA,NA
"624",0,"Brachymeria intermedia","Heliothis zea NPV (HzSNPV)","Hymenoptera","Chalcididae","",NA,NA,NA,NA,NA
"625",0,"Campoletis perdistinctus  ","Heliothis zea NPV (HzSNPV)","Hymenoptera","Ichneumonidae","",NA,NA,NA,NA,NA
"626",0,"Chelonus blackburni","Heliothis zea NPV (HzSNPV)","Hymenoptera","Braconidae","",NA,NA,NA,NA,NA
"627",0,"Meteorus leviventris","Heliothis zea NPV (HzSNPV)","Hymenoptera","Braconidae","",NA,NA,NA,NA,NA
"628",0,"Musca domestica","Heliothis zea NPV (HzSNPV)","Diptera","Muscidae","",NA,NA,NA,NA,NA
"629",0,"Voria ruralis","Heliothis zea NPV (HzSNPV)","Diptera","Tachinidae","",NA,NA,NA,NA,NA
"630",0,"Hippodamia convergens","Heliothis zea NPV (HzSNPV)","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"631",0,"Phaedon brassicae","Heliothis zea NPV (HzSNPV)","Coleoptera","Chrysomelidae","",NA,NA,NA,NA,NA
"632",0,"Chrysopa carnea","Heliothis zea NPV (HzSNPV)","Neuroptera","Chrysopidae","",NA,NA,NA,NA,NA
"633",0,"Geocoris pallens","Heliothis zea NPV (HzSNPV)","Heteroptera","Lygaeidae","",NA,NA,NA,NA,NA
"634",0,"Laodelphax striatellus","Heliothis zea NPV (HzSNPV)","Homoptera","Delphacidae","",NA,NA,NA,NA,NA
"635",0,"Orius tristicolor","Heliothis zea NPV (HzSNPV)","Heteroptera","Anthocoridae","",NA,NA,NA,NA,NA
"636",0,"Nephotettix cincticeps","Heliothis zea NPV (HzSNPV)","Homoptera","Cicadellidae","",NA,NA,NA,NA,NA
"637",0,"Nilaparvata lugens","Heliothis zea NPV (HzSNPV)","Homoptera","Delphacidae","",NA,NA,NA,NA,NA
"638",0,"Euchaetes egle","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"639",0,"Feltia jaculifera","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"640",0,"Lacinipolia renigera","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"641",0,"Hypena scabra","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"642",0,"Symmerista albifrons","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Notodontidae","Larva",NA,NA,NA,NA,NA
"643",0,"Elasmopalpus lignosellus","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"644",0,"Ceratomia catalpae","Anagrapha falcifera NPV (AfMNPV)","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"645",0,"Zygogramma suturalis","Anagrapha falcifera NPV (AfMNPV)","Coleoptera","Chrysomelidae","Larva",NA,NA,NA,NA,NA
"646",0,"Chironomus riparius","Anagrapha falcifera NPV (AfMNPV)","Diptera","Chironomidae","Larva",NA,NA,NA,NA,NA
"647",0,"Musca domestica","Anagrapha falcifera NPV (AfMNPV)","Diptera","Muscidae","Larva",NA,NA,NA,NA,NA
"648",0,"Heliothis virescens","Spodoptera exigua NPV  (SeMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"649",0,"Spodoptera frugiperda","Spodoptera exigua NPV  (SeMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"650",0,"Trichoplusia ni","Spodoptera exigua NPV  (SeMNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"651",0,"Trichoplusia ni","Plusia gamma NPV (PgSNPV)","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"652",0,"Epiplatys bifasciatus","Bacillus sphaericus","Heteroptera","Nepidae","",NA,NA,NA,NA,NA
"653",0,"Simulium vittatum","Bacillus sphaericus","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"654",0,"Plodia interpunctella ","Bacillus sphaericus","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"655",0,"Lasioderma serricorne","Bacillus sphaericus","Coleoptera","Anobiidae","",NA,NA,NA,NA,NA
"656",0,"Apis mellifera","Bacillus sphaericus","Hymenoptera","Apidae","",NA,NA,NA,NA,NA
"657",0,"Amphimallon solstitialis","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"658",0,"Cetonia aurata","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"659",0,"Lichnanthe vulpina","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"660",0,"Maladera castanea","Bacillus popilliae","Coleoptera ","Scarabaeidae ","",NA,NA,NA,NA,NA
"661",0,"Oryctes nasicornis","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"662",0,"Phyllophaga fusca","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"663",0,"Phyllophaga futilis","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"664",0,"Phyllophaga hirticula","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"665",0,"Phyllophaga inversa","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"666",0,"Phyllophaga rugosa","Bacillus popilliae","Coleoptera","Scarabaeidae","",NA,NA,NA,NA,NA
"667",0,"Coleomegilla maculata","Nosema epilachnae","Coleoptera","Coccinellidae","Adult",NA,NA,NA,NA,NA
"668",0,"Psorophora ciliata","Nosema algerae","Diptera","Culicidae","",NA,NA,NA,NA,NA
"669",0,"Toxorhynchites rutilus septentrionalis","Nosema algerae","Diptera","Culicidae","",NA,NA,NA,NA,NA
"670",0,"Megachile rotundata","Aspergillus parasiticus","Hymenoptera","Megachilidae","EggLarvaPupa",NA,NA,NA,NA,NA
"671",0,"Megachile rotundata","Beauveria bassiana","Hymenoptera","Megachilidae","EggLarvaPupa",NA,NA,NA,NA,NA
"672",0,"Hyalophora cecropia","Nosema whitei","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"673",0,"Samia cynthia","Nosema whitei","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"674",0,"Manduca sexta","Nosema whitei","Lepidoptera","Sphingidae","Larva",NA,NA,NA,NA,NA
"675",0,"Blaberus craniifer","Nosema whitei","Blattodea","Blaberidae","Larva",NA,NA,NA,NA,NA
"676",0,"Byrsotria fumigata","Nosema whitei","Blattodea","Blattidae","Larva",NA,NA,NA,NA,NA
"677",0,"Periplaneta americana","Nosema whitei","Blattodea","Blattidae","Larva",NA,NA,NA,NA,NA
"678",0,"Aedes aegypti","Tetrahymena pyriformis","Diptera","Culicidae","Larva",NA,NA,NA,NA,NA
"679",0,"Rhizotrogus majalis","Bacillus popilliae","Coleoptera ","Scarabaeidae ","Larva",NA,NA,NA,NA,NA
"680",0,"Cetonia aurata","Bacillus euloomarahae","Coleoptera","Scarabaeidae","Larva",NA,NA,NA,NA,NA
"681",0,"Melolontha melolontha","Bacillus euloomarahae","Coleoptera","Scarabaeidae","Larva",NA,NA,NA,NA,NA
"682",0,"Oryctes nasicornis","Bacillus euloomarahae","Coleoptera","Scarabaeidae","Larva",NA,NA,NA,NA,NA
"683",0,"Antheraea yamamai","Bombyx mori CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"684",0,"Antheraea pernyi","Bombyx mori CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"685",0,"Samia cynthia pryeri","Bombyx mori CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"686",0,"Dendrolimus spectabilis","Bombyx mori CPV","Lepidoptera","Lasiocampidae","Larva",NA,NA,NA,NA,NA
"687",0,"Polia illoba","Bombyx mori CPV","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"688",0,"Spilosoma imparilis","Bombyx mori CPV","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"689",0,"Artogeia rapae crucivora","Bombyx mori CPV","Lepidoptera","Pieridae","Larva",NA,NA,NA,NA,NA
"690",0,"Antheraea yamamai","Dendrolimus spectabilis CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"691",0,"Antheraea pernyi","Dendrolimus spectabilis CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"692",0,"Samia cynthia pryeri","Dendrolimus spectabilis CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"693",0,"Samia cynthia ricini","Dendrolimus spectabilis CPV","Lepidoptera","Saturniidae","Larva",NA,NA,NA,NA,NA
"694",0,"Musca domestica","Leptomonas sarcophagae","Diptera","Muscidae","",NA,NA,NA,NA,NA
"695",0,"Drosophila melanogaster","Herpetomonas muscarum","Diptera","Drosophilidae","",NA,NA,NA,NA,NA
"696",0,"Gerris remigis","Leptomonas ctenocephali","Heteroptera","Gerridae","",NA,NA,NA,NA,NA
"697",0,"Gerris remigis","Herpetomonas muscarum","Heteroptera","Gerridae","",NA,NA,NA,NA,NA
"698",0,"Ctenocephalides canis","Herpetomonas muscarum","Siphonaptera","Pulicidae","",NA,NA,NA,NA,NA
"699",0,"Musca domestica","Leptomonas ctenocephali","Diptera","Muscidae","",NA,NA,NA,NA,NA
"700",0,"Musca domestica","Blastocrithidia gerridis","Diptera","Muscidae","",NA,NA,NA,NA,NA
"701",0,"Triatoma sp.","Crithidia fasciculata","Heteroptera","Reduviidae","",NA,NA,NA,NA,NA
"702",0,"Simulium vittatum","Bacillus alvei","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"703",0,"Cnephia ornithophilia","Nosema algerae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"704",0,"Cnephia ornithophilia","Nosema eurytremae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"705",0,"Cnephia ornithophilia","Vairimorpha necatrix","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"706",0,"Simulium verecundum","Nosema algerae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"707",0,"Simulium verecundum","Nosema eurytremae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"708",0,"Simulium verecundum","Vairimorpha necatrix","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"709",0,"Simulium vittatum","Nosema algerae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"710",0,"Simulium vittatum","Nosema eurytremae","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"711",0,"Simulium vittatum","Vairimorpha necatrix","Diptera","Simuliidae","Larva",NA,NA,NA,NA,NA
"712",0,"Tenebrio molitor","Nosema destructor","Coleoptera","Tenebrionidae","Larva",NA,NA,NA,NA,NA
"713",0,"Estigmene acrea","Nosema destructor","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"714",0,"Tenebrio molitor","Pleistophora californica","Coleoptera","Tenebrionidae","Larva",NA,NA,NA,NA,NA
"715",0,"Estigmene acrea","Pleistophora californica","Lepidoptera","Arctiidae","Larva",NA,NA,NA,NA,NA
"716",0,"Depressaria heraclina","Vairimorpha necatrix","Lepidoptera","Oecophoridae","Larva",NA,NA,NA,NA,NA
"717",0,"Coptotomus interrogatus","Nosema algerae","Coleoptera","Dytiscidae","",NA,NA,NA,NA,NA
"718",0,"Belostoma fluminea","Nosema algerae","","","",NA,NA,NA,NA,NA
"719",0,"Ranatra australis","Nosema algerae","Heteroptera","Nepidae","",NA,NA,NA,NA,NA
"720",0,"Agrotis ipsilon","Nosema algerae","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"721",0,"Galleria mellonella","Nosema algerae","Lepidoptera","Pyralidae","",NA,NA,NA,NA,NA
"722",0,"Chauliodes rastricornis","Nosema algerae","Neuroptera","Corydalidae","",NA,NA,NA,NA,NA
"723",0,"Anax junius","Nosema algerae","Odonata","Aeshnidae","Larva",NA,NA,NA,NA,NA
"724",0,"Nauphoeta cinerea","Nosema algerae","Blattodea","Blaberidae","",NA,NA,NA,NA,NA
"725",0,"Panchlora nivea","Nosema algerae","Blattodea","Blaberidae","",NA,NA,NA,NA,NA
"726",0,"Blatta orientalis","Nosema algerae","Blattodea","Blattidae","",NA,NA,NA,NA,NA
"727",0,"Eurycotis floridana","Nosema algerae","Blattodea","Blattidae","",NA,NA,NA,NA,NA
"728",0,"Periplaneta americana","Nosema algerae","Blattodea","Blattidae","",NA,NA,NA,NA,NA
"729",0,"Corydalus cornutus","Nosema algerae","Neuroptera","Corydalidae","",NA,NA,NA,NA,NA
"730",0,"Trichoplusia ni","Nosema gasti","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"731",0,"Acheta domesticus","Nosema locustae","Orthoptera","Gryllidae","",NA,NA,NA,NA,NA
"732",0,"Helicoverpa zea","Nosema locustae","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"733",0,"Apis mellifera","Nosema locustae","Hymenoptera","Apidae","",NA,NA,NA,NA,NA
"734",0,"Agrotis ipsilon","Nosema locustae","Lepidoptera","Noctuidae","",NA,NA,NA,NA,NA
"735",0,"Tribolium confusum","Vairimorpha necatrix","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"736",0,"Drosophila sp.","Nosema trichoplusiae","Diptera","Drosophilidae","Larva",NA,NA,NA,NA,NA
"737",0,"Ceratitis capitata","Nosema trichoplusiae","Diptera","Tephritidae","Larva",NA,NA,NA,NA,NA
"738",0,"Bactrocera cucurbitae","Nosema trichoplusiae","Diptera","Tephritidae","Larva",NA,NA,NA,NA,NA
"739",0,"Bactrocera dorsalis","Nosema trichoplusiae","Diptera","Tephritidae","Larva",NA,NA,NA,NA,NA
"740",0,"Hydrophilus sp.","Nosema algerae","Coleoptera","Hydrophilidae","",NA,NA,NA,NA,NA
"741",0,"Manduca sexta","Nosema heliothidis","Lepidoptera","Sphingidae","",NA,NA,NA,NA,NA
"742",0,"Manduca sexta","Nosema trichoplusiae","Lepidoptera","Sphingidae","",NA,NA,NA,NA,NA
"743",0,"Manduca sexta","Nosema acridophagus","Lepidoptera","Sphingidae","",NA,NA,NA,NA,NA
"744",0,"Apis mellifera","Beauveria brongniartii","Hymenoptera","Apidae","Adult",NA,NA,NA,NA,NA
"745",0,"Apotomopterus japonicus","Beauveria brongniartii","Coleoptera","Carabidae","Adult",NA,NA,NA,NA,NA
"746",0,"Apotomopterus dehaani","Beauveria brongniartii","Coleoptera","Carabidae","Adult",NA,NA,NA,NA,NA
"747",0,"Lymantria dispar","Furia pieris","Lepidoptera","Lymantriidae","Larva",NA,NA,NA,NA,NA
"748",0,"Galleria mellonella","Furia pieris","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"749",0,"Ostrinia nubilalis","Furia pieris","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"750",0,"Plodia interpunctella","Furia pieris","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"751",0,"Leptinotarsa decemlineata","Furia pieris","Coleoptera","Chrysomelidae","",NA,NA,NA,NA,NA
"752",0,"Epilachna varivestis","Furia pieris","Coleoptera","Coccinellidae","",NA,NA,NA,NA,NA
"753",0,"Tribolium confusum","Furia pieris","Coleoptera","Tenebrionidae","",NA,NA,NA,NA,NA
"754",0,"Aphis fabae","Furia pieris","Homoptera","Aphididae","",NA,NA,NA,NA,NA
"755",0,"Brevicoryne brassicae","Furia pieris","Homoptera","Aphididae","",NA,NA,NA,NA,NA
"756",0,"Trichoplusia ni","Tolypocladium cylindrosporum","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"757",0,"Mamestra brassicae","Tolypocladium cylindrosporum","Lepidoptera","Noctuidae","Larva",NA,NA,NA,NA,NA
"758",0,"Galleria mellonella","Tolypocladium cylindrosporum","Lepidoptera","Pyralidae","Larva",NA,NA,NA,NA,NA
"759",0,"Tenebrio molitor","Tolypocladium cylindrosporum","Coleoptera","Tenebrionidae","Larva",NA,NA,NA,NA,NA
"760",0,"Sitobion avenae","Tolypocladium cylindrosporum","Homoptera","Aphididae","Adult",NA,NA,NA,NA,NA
"761",0,"Bemisia tabaci","Tolypocladium cylindrosporum","Homoptera","Aleyrodidae","Nymph",NA,NA,NA,NA,NA
"762",0,"Musca domestica","Tolypocladium cylindrosporum","Diptera","Muscidae","Adult",NA,NA,NA,NA,NA
"763",0,"Blattella germanica","Tolypocladium cylindrosporum","Blattodea","Blattellidae","AdultNymph",NA,NA,NA,NA,NA
